iteration,seed,status,loss,error
0,2026000,ok,0.24978061506852717,
1,2026001,ok,0.2516347053966603,
2,2026002,ok,0.24568352103294236,
3,2026003,ok,0.24687471662548371,
4,2026004,ok,0.2528878571331811,
5,2026005,ok,0.24792011837485578,
6,2026006,ok,0.24761182666645268,
7,2026007,ok,0.24934517551551832,
8,2026008,ok,0.2740960978874465,
9,2026009,ok,0.24865698721269072,
10,2026010,ok,0.24806933249197818,
11,2026011,ok,0.24837658065309748,
12,2026012,ok,0.3526910829622626,
13,2026013,ok,0.25047650459842496,
14,2026014,ok,0.2510438078688205,
15,2026015,ok,0.2606339641784266,
16,2026016,ok,0.25291958940988346,
17,2026017,ok,0.25345739221186636,
18,2026018,ok,0.2647630652206088,
19,2026019,ok,0.2495485768652652,
20,2026020,ok,0.25387351152968335,
21,2026021,ok,0.2539075072579131,
22,2026022,ok,0.24831530870890914,
23,2026023,ok,0.24447271496295772,
24,2026024,ok,0.24647399635852393,
25,2026025,ok,0.3036199198532018,
26,2026026,ok,0.2387098885546013,
27,2026027,ok,0.2619510308652169,
28,2026028,ok,0.24842506451632357,
29,2026029,ok,0.2564642136312411,
30,2026030,ok,0.2473001210544866,
31,2026031,ok,0.2565579266904071,
32,2026032,ok,0.2687747118197738,
33,2026033,ok,0.261157463923318,
34,2026034,ok,0.25027440747937446,
35,2026035,ok,0.2540268591842992,
36,2026036,ok,0.2600050226599844,
37,2026037,ok,0.24671186273992657,
38,2026038,ok,0.2481708653486159,
39,2026039,ok,0.2535615281318149,
40,2026040,ok,0.2556406026343102,
41,2026041,ok,0.2449712868764794,
42,2026042,ok,0.2541473517776088,
43,2026043,ok,0.23965510502665224,
44,2026044,ok,0.24898435754599205,
45,2026045,ok,0.25125319689894193,
46,2026046,ok,0.2518628369695024,
47,2026047,ok,0.263352863198646,
48,2026048,ok,0.24415409549052347,
49,2026049,ok,0.25169805098962617,
50,2026050,ok,0.25562939217669756,
51,2026051,ok,0.24814793888000192,
52,2026052,ok,0.25138673910673437,
53,2026053,ok,0.29335580012102686,
54,2026054,ok,0.2554279999718279,
55,2026055,ok,0.24664605153947317,
56,2026056,ok,0.2548950826740702,
57,2026057,ok,0.2553033466584728,
58,2026058,ok,0.24871088509390712,
59,2026059,ok,0.23547226411191255,
60,2026060,ok,0.25539890873459153,
61,2026061,ok,0.27837363402178683,
62,2026062,ok,0.24910055102065293,
63,2026063,ok,0.25245721206338373,
64,2026064,ok,0.26106003739097666,
65,2026065,ok,0.2533039529356639,
66,2026066,ok,0.25027373716548573,
67,2026067,ok,0.24926724283789292,
68,2026068,ok,0.25432329628366723,
69,2026069,ok,0.24144196601525603,
70,2026070,ok,0.25754496083797007,
71,2026071,ok,0.25030914690516737,
72,2026072,ok,0.2528248224654852,
73,2026073,ok,0.25285264935549756,
74,2026074,ok,0.2579863240061787,
75,2026075,ok,0.2602418442487561,
76,2026076,ok,0.24889133420225812,
77,2026077,ok,0.2421573122909418,
78,2026078,ok,0.24772240622974395,
79,2026079,ok,0.261327456096762,
80,2026080,ok,0.2550047458423898,
81,2026081,ok,0.2546660825664096,
82,2026082,ok,0.25547054352301646,
83,2026083,ok,0.24871912302895302,
84,2026084,ok,0.25385776708623603,
85,2026085,ok,0.2511511054396093,
86,2026086,ok,0.26792504518934285,
87,2026087,ok,0.24556857022979067,
88,2026088,ok,0.24794757974132645,
89,2026089,ok,0.25218044088268105,
90,2026090,ok,0.2582899340578589,
91,2026091,ok,0.24565149910543063,
92,2026092,ok,0.2550730855366947,
93,2026093,ok,0.2409365403412364,
94,2026094,ok,0.25671102529936257,
95,2026095,ok,0.2555577697008315,
96,2026096,ok,0.24811643414429468,
97,2026097,ok,0.2543926479479741,
98,2026098,ok,0.24736196316894382,
99,2026099,ok,0.24903841913562855,
100,2026100,ok,0.2533683029480481,
101,2026101,ok,0.27170027805785135,
102,2026102,ok,0.25360364924158235,
103,2026103,ok,0.24960822419106443,
104,2026104,ok,0.26921276900715846,
105,2026105,ok,0.2448803451947956,
106,2026106,ok,0.24874956070415943,
107,2026107,ok,0.24714708134750848,
108,2026108,ok,0.25569653298410194,
109,2026109,ok,0.2542400263619847,
110,2026110,ok,0.24631557744296012,
111,2026111,ok,0.24671146428161386,
112,2026112,ok,0.26632792453387344,
113,2026113,ok,0.25213992462281837,
114,2026114,ok,0.2538717154901305,
115,2026115,ok,0.2838025644898134,
116,2026116,ok,0.2489986868778564,
117,2026117,ok,0.2484296827607777,
118,2026118,ok,0.24841447766719277,
119,2026119,ok,0.2500359633239413,
120,2026120,ok,0.24593596138949653,
121,2026121,ok,0.2498832622134663,
122,2026122,ok,0.2475450335662813,
123,2026123,ok,0.24996291700443568,
124,2026124,ok,0.276054554004065,
125,2026125,ok,0.2469394767873653,
126,2026126,ok,0.24926253804266713,
127,2026127,ok,0.24639075962703247,
128,2026128,ok,0.25816939655272536,
129,2026129,ok,0.2520146002502804,
130,2026130,ok,0.2586279241122022,
131,2026131,ok,0.25564995342532015,
132,2026132,ok,0.2716477649620863,
133,2026133,ok,0.2466544772827309,
134,2026134,ok,0.24825284451942672,
135,2026135,ok,0.30140978732194323,
136,2026136,ok,0.25303272659329085,
137,2026137,ok,0.2404592023625167,
138,2026138,ok,0.24378442296707023,
139,2026139,ok,0.24960718888765407,
140,2026140,ok,0.24538790552258669,
141,2026141,ok,0.2525974766287304,
142,2026142,ok,0.24964059605757347,
143,2026143,ok,0.24490233384577106,
144,2026144,ok,0.2513934530251935,
145,2026145,ok,0.24990550938598846,
146,2026146,ok,0.26449455763806057,
147,2026147,ok,0.26035681187419735,
148,2026148,ok,0.25230370231386684,
149,2026149,ok,0.31755399308106264,
150,2026150,ok,0.24250659450645215,
151,2026151,ok,0.25510492734634677,
152,2026152,ok,0.27808941894559347,
153,2026153,ok,0.23877694691838725,
154,2026154,ok,0.2468263074687387,
155,2026155,ok,0.2583727380174545,
156,2026156,ok,0.26578422722836276,
157,2026157,ok,0.24993401997366324,
158,2026158,ok,0.24698119404699664,
159,2026159,ok,0.247179785864893,
160,2026160,ok,0.27366561820943686,
161,2026161,ok,0.24848716861683964,
162,2026162,ok,0.2448150496033305,
163,2026163,ok,0.29185032962470175,
164,2026164,ok,0.24909437994848793,
165,2026165,ok,0.24440344966036892,
166,2026166,ok,0.24675720224221473,
167,2026167,ok,0.25046677447244187,
168,2026168,ok,0.25151558618211306,
169,2026169,ok,0.24856240939456456,
170,2026170,ok,0.25146063292799536,
171,2026171,ok,0.24934168272429283,
172,2026172,ok,0.25014698441597777,
173,2026173,ok,0.2730036520911835,
174,2026174,ok,0.25183423066844685,
175,2026175,ok,0.23912329204298308,
176,2026176,ok,0.2422555373768506,
177,2026177,ok,0.24973571168088968,
178,2026178,ok,0.26050873579459105,
179,2026179,ok,0.27334309219212666,
180,2026180,ok,0.2640093285298111,
181,2026181,ok,0.2606242896014826,
182,2026182,ok,0.25631310851236067,
