domain,horizon,fold,variant,mse,mae,rmse,fallback,selected_path,improvement_vs_fallback_pct,delta,ci_low,ci_high,matched_delta,matched_ci_low,matched_ci_high,matched_control_alpha,circular_p_value,alpha,decision_mse,p_value,segment_wins,eligible,test_windows,calibration_windows,decision_windows,block_length,power_nonoverlapping_blocks,approx_mde,approx_mde_pct,bootstrap_seed
SocialGood,3,2,frequency_residual,0.0910727732923486,0.2428917176313614,0.3017826590318745,PatchTST,numeric_fallback,-76.34753496623294,-0.0394288570279181,-0.0676633449954777,-0.0181339256642098,-0.0586854212006438,-0.0731994896508,-0.0455589775179276,1.0,0.451,10000.0,0.0966483044690312,0.686,False,False,90,89,181,12,15,0.0400455973592553,134.023694575402,9131
SocialGood,3,3,semantic_residual,1.4122048460032088,0.5216725585974161,1.1883622536933798,PatchTST,numeric_fallback,4.71203174068211,0.0698341477971588,-0.1346264425132755,0.3803146249774661,0.1174527300726474,0.0041015945824947,0.2859754834145225,0.0001,0.05,0.1,0.0365095756568631,0.552,False,False,90,90,181,12,15,0.0072339005202323,21.54992617010517,9230
SocialGood,3,3,frequency_residual,0.8595055952775033,0.4157468590981023,0.9270952460656364,PatchTST,numeric_fallback,42.00519697032483,0.6225333985228647,0.0008778724807932,1.5541105839233953,0.5879094337290846,0.0213242154708778,1.4959278428353422,0.0001,0.438,10000.0,0.1018740757700338,0.509,False,False,90,90,181,12,15,0.0283789927240742,85.04603403245187,9231
SocialGood,6,1,semantic_residual,0.0626825077766093,0.1754816526784944,0.2503647494688686,PatchTST,numeric_fallback,-21.077915619630996,-0.0109121188862622,-0.0209254419826398,0.0299538305852457,-0.0114637392713512,-0.0184066679742988,0.0070942348218848,1.0,1.0,1.0,0.0501572276812819,1.0,False,False,86,87,178,12,14,3.130837331957364e-17,6.24204621485839e-14,9060
SocialGood,6,1,frequency_residual,0.1526680449469766,0.2953271874795624,0.3907275840620631,PatchTST,numeric_fallback,-194.89452990267637,-0.1008976560566294,-0.2124724352153119,-0.0127061318797956,-0.0860798450109609,-0.1671382409632952,-0.0277621683437487,10.0,1.0,10.0,0.0765349963026801,1.0,False,False,86,87,178,12,14,6.045470369705881e-17,7.898962124199098e-14,9061
SocialGood,6,2,semantic_residual,0.0673683644289506,0.2027092448828097,0.2595541647305059,AR-Ridge,numeric_fallback,-28.573645537975946,-0.0149716511312379,-0.0186240881524913,-0.008864880523292,-0.0153724838644423,-0.0190610854157066,-0.008398743643032,1.0,0.906,1.0,0.0984481468137917,0.998,False,False,87,86,178,12,14,0.032566372992508,104.38266881396396,9160
SocialGood,6,2,frequency_residual,0.0958550565850625,0.2429357464972308,0.3096046779121119,AR-Ridge,numeric_fallback,-82.94097196597818,-0.0434583432873498,-0.0588289465890478,-0.0303821771261414,-0.0442794281068785,-0.0588348820296989,-0.0338551932594124,1.0,0.222,10000.0,0.0967855157664029,0.406,False,False,87,86,178,12,14,0.0428308189626805,49.09390813092144,9161
SocialGood,6,3,semantic_residual,1.9574682393159808,0.6978524176048313,1.3990955075747975,PatchTST,numeric_fallback,9.097051118286515,0.1958923099255137,-0.1295488803401966,0.7736685563253657,0.2751278436597681,-0.0009052105793536,0.718986458408146,0.0001,0.018,0.01,0.1029673661400262,0.969,False,False,87,87,178,12,14,0.0242241839671028,33.07289321959414,9260
SocialGood,6,3,frequency_residual,1.3541560603897098,0.531441043629031,1.1636821131175428,PatchTST,numeric_fallback,37.114290457921626,0.7992044888517846,0.0744648952873097,1.869302673581732,0.6441128304904131,0.0723368076977005,1.626763552774048,0.0001,0.514,10000.0,0.1375451968506638,0.781,False,False,87,87,178,12,14,0.0655637049412231,86.72713890636764,9261
Traffic,12,1,semantic_residual,0.0338693770893767,0.1488130000674552,0.1840363471963534,PatchTST,numeric_fallback,5.614765437574631,0.0020148131088008,-0.0058445268067423,0.0069820524237231,0.0026710435997763,-0.0045497858593613,0.0061130080926165,0.1,0.388,1.0,0.0244670969191262,0.18,False,False,54,54,119,12,9,0.017339084020276,68.9853513415453,9120
Traffic,12,1,frequency_residual,0.0404662850907591,0.1619556242851889,0.2011623351692834,PatchTST,numeric_fallback,-12.769118843914296,-0.0045820948925815,-0.0153959665474272,0.0026431872031873,0.0072438710161049,-0.0035740696588641,0.0144342327775096,0.1,0.593,1.0,0.0677659667303273,0.932,False,False,54,54,119,12,9,0.0235324023458911,111.22421575752686,9121
Traffic,12,2,semantic_residual,0.0142712872093103,0.0967215640119492,0.1194624928976051,PatchTST,numeric_fallback,-52.56843257673223,-0.0049172635962455,-0.0097965618422926,-0.0021257217782772,-0.0060879207836276,-0.0100873495866316,-0.0040116719571419,0.1,0.206,1.0,0.0213879424119832,0.03,False,False,54,54,119,12,9,0.0060725464998144,22.03862424933681,9220
Traffic,12,2,frequency_residual,0.0137393287154805,0.0947950185606815,0.1172148826535287,PatchTST,numeric_fallback,-46.88148420205786,-0.0043853051024157,-0.008190958983784,-0.0017082891022807,-0.0010785706919204,-0.0025714707583084,0.0023129148328539,1.0,0.836,1.0,0.1006430577721654,1.0,False,False,54,54,119,12,9,0.0450969892432729,124.1834368214538,9221
Traffic,12,3,semantic_residual,0.2871421291390408,0.322998169301004,0.535856444525062,PatchTST,numeric_fallback,10.72278347511415,0.0344876665871739,0.010202374162332,0.0879359198636969,0.0663504512531072,0.0111033891863275,0.171930843330464,0.01,0.238,0.1,0.0121991753410182,0.247,False,False,55,54,119,12,9,0.0034729986154907,25.814212973021085,9320
Traffic,12,3,frequency_residual,0.3403562122133854,0.3725147654412957,0.5834005589758938,PatchTST,numeric_fallback,-5.822351267203918,-0.0187264164871706,-0.0598488206318666,0.0151292402046926,-0.0041219858610917,-0.0561446192389892,0.0463263060105872,0.01,0.597,1.0,0.0254922125291649,0.896,False,False,55,54,119,12,9,0.00442628054171,24.67095293395176,9321
Traffic,1,1,semantic_residual,0.023634475253664,0.1203783113344487,0.1537350814019495,PatchTST,numeric_fallback,-1.396022651176798,-0.0003253999707296,-0.0051501849742401,0.002619722168933,0.0009762719245074,-0.0006305609887996,0.0012816610196372,1.0,0.423,1.0,0.0174533985939754,0.013,False,False,65,65,130,12,10,0.000449504962583,2.458215441791872,9010
