domain,horizon,best_traditional_model,best_traditional_mse,selective_mse,frequency_semantic_mse,semantic_mse,internal_numeric_mse,selected_variant,selected_gate_fraction,least_harmful_semantic_mse,avoided_semantic_loss_pct,selective_vs_internal_numeric_pct
Agriculture,3,Last,0.0406319012106558,0.056236261274983,0.2729544701785822,0.111034789056125,0.056236261274983,numeric,0.0,0.111034789056125,49.35257521265959,0.0
Agriculture,6,Last,0.0833556516168821,0.1200412449382454,0.3262438464567972,0.20907869201576,0.1200412449382454,numeric,0.0,0.20907869201576,42.585615118925226,0.0
Agriculture,12,Last,0.1847806551443273,0.3015555231525319,0.5479344002835407,0.4368613925114782,0.3015555231525319,numeric,0.0,0.4368613925114782,30.972265271848492,0.0
Security,3,ARRidge,62.10893011488062,62.08923916674834,73.63114510255177,62.695753071363846,62.08923916674834,numeric,0.0,62.695753071363846,0.9673923270769801,0.0
Security,6,ARRidge,66.92516401458705,66.82872631415256,83.51722006062069,67.86268426027841,66.82872631415256,numeric,0.0,67.86268426027841,1.5236030778862835,0.0
Security,12,ARRidge,78.83821030244239,78.69156822805775,91.71424278325368,84.07825274907115,78.69156822805775,numeric,0.0,84.07825274907115,6.406751264313014,0.0
