iteration,seed,status,loss,error
0,2026000,ok,0.19202724962564846,
1,2026001,ok,0.1750360907400961,
2,2026002,ok,0.1717746940132721,
3,2026003,ok,0.17413228720240367,
4,2026004,ok,0.1954713796516465,
5,2026005,ok,0.2014509798030272,
6,2026006,ok,0.17363672984679657,
7,2026007,ok,0.17274039267279406,
8,2026008,ok,0.21793729172776435,
9,2026009,ok,0.1748852729085575,
10,2026010,ok,0.17116954509294924,
11,2026011,ok,0.16378237395905929,
12,2026012,ok,0.17385077199440988,
13,2026013,ok,0.17392288940496747,
14,2026014,ok,0.17148405034884304,
15,2026015,ok,0.1710952085764964,
16,2026016,ok,0.16708588264971694,
17,2026017,ok,0.17077781969889888,
18,2026018,ok,0.20006164132951618,
19,2026019,ok,0.18857673046040066,
20,2026020,ok,0.20284687940668875,
21,2026021,ok,0.16632210523877938,
22,2026022,ok,0.22156638622238775,
23,2026023,ok,0.19314787254448612,
24,2026024,ok,0.19081613005671158,
25,2026025,ok,0.16657218531058635,
26,2026026,ok,0.1836674777175606,
27,2026027,ok,0.1754577057629045,
28,2026028,ok,0.18240620048573677,
29,2026029,ok,0.17034373921204712,
30,2026030,ok,0.17663782235954956,
31,2026031,ok,0.20686346327270613,
32,2026032,ok,0.18615853908828733,
33,2026033,ok,0.17372811603360305,
34,2026034,ok,0.17129780295515348,
35,2026035,ok,0.1684823198487068,
36,2026036,ok,0.2136175233609499,
37,2026037,ok,0.17779578008516453,
38,2026038,ok,0.18921997672262023,
39,2026039,ok,0.17212577564234463,
40,2026040,ok,0.1794178593146667,
41,2026041,ok,0.1637244361191604,
42,2026042,ok,0.17960504456690438,
43,2026043,ok,0.16773321534442234,
44,2026044,ok,0.17182486159997987,
45,2026045,ok,0.17654510631487635,
46,2026046,ok,0.17689860434151167,
47,2026047,ok,0.18132939225771116,
48,2026048,ok,0.17597960522780617,
49,2026049,ok,0.17580016924183509,
50,2026050,ok,0.17399008250717085,
51,2026051,ok,0.16898116100183805,
52,2026052,ok,0.17831368738847328,
53,2026053,ok,0.16946128939373198,
54,2026054,ok,0.16967988998200084,
55,2026055,ok,0.16937480129052815,
56,2026056,ok,0.1764006164475216,
57,2026057,ok,0.19235262651465623,
58,2026058,ok,0.1696594490469474,
59,2026059,ok,0.1664796565532737,
60,2026060,ok,0.1759101282477196,
61,2026061,ok,0.1576476890500451,
62,2026062,ok,0.16564375853017596,
63,2026063,ok,0.16954651618025643,
64,2026064,ok,0.2338680539998356,
65,2026065,ok,0.167117458409824,
66,2026066,ok,0.17248646591739877,
67,2026067,ok,0.17730878747980455,
68,2026068,ok,0.1697293991033819,
69,2026069,ok,0.17476335809452057,
70,2026070,ok,0.1781658857107707,
71,2026071,ok,0.18732826328203697,
72,2026072,ok,0.17369931859848473,
73,2026073,ok,0.1841590272819077,
74,2026074,ok,0.17241556546411627,
75,2026075,ok,0.17514532738137933,
76,2026076,ok,0.17202369336501513,
77,2026077,ok,0.17014443899516937,
78,2026078,ok,0.17749492860040417,
79,2026079,ok,0.15290859096385817,
80,2026080,ok,0.17284255624195996,
81,2026081,ok,0.16924954569522407,
82,2026082,ok,0.17467612609983588,
83,2026083,ok,0.23896123928879004,
84,2026084,ok,0.17179163023280253,
85,2026085,ok,0.20181456056902658,
86,2026086,ok,0.1771790371381573,
87,2026087,ok,0.17502768158013984,
88,2026088,ok,0.1817803001748182,
89,2026089,ok,0.20909188428151715,
90,2026090,ok,0.17348214348239524,
91,2026091,ok,0.20340916030963538,
92,2026092,ok,0.17859224107442617,
93,2026093,ok,0.16724274102391307,
94,2026094,ok,0.19216985326371774,
95,2026095,ok,0.1733274569067576,
96,2026096,ok,0.1950850941970797,
97,2026097,ok,0.17538702947758072,
98,2026098,ok,0.15445059798600058,
99,2026099,ok,0.18061317114559047,
100,2026100,ok,0.1712249414233389,
101,2026101,ok,0.18805720350370173,
102,2026102,ok,0.17184335777633913,
103,2026103,ok,0.17339462763176952,
104,2026104,ok,0.17972175129933826,
105,2026105,ok,0.15366206784100303,
106,2026106,ok,0.17619184485193431,
107,2026107,ok,0.17101711107981818,
108,2026108,ok,0.18029602792680224,
109,2026109,ok,0.18393945709855808,
110,2026110,ok,0.17441342251383612,
111,2026111,ok,0.16522601298408102,
112,2026112,ok,0.16486122820078306,
113,2026113,ok,0.1775178362988657,
114,2026114,ok,0.18426438583204321,
